original_smiles,fragment_smiles,fragment
COc1ccc2c(c1)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)N1CCC(N(C)C)CC1)c1nnc(C)n1-2,*N1CCC(N(C)C)CC1,*N1CCC(N(C)C)CC1
COc1ccc2c(c1)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)N1CCC(N(C)C)CC1)c1nnc(C)n1-2,*C(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,*C(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21
CCCCn1cc(CNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)nn1,*NCc1cn(CCCC)nn1,*NCc1cn(CCCC)nn1
CCCCn1cc(CNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)nn1,*C(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21,*C(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21
CCCCn1cc(CNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)nn1,*CCCC,*CCCC
CCCCn1cc(CNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)nn1,*n1cc(CNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)nn1,*n1cc(CNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)nn1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*C(=O)c1ccc(OC2CC2)c(OC)c1,*C(=O)c1ccc(OC2CC2)c(OC)c1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*NNC(=O)c1cc(C(C)(C)N)cc(-c2ccc(F)cc2)n1,*NNC(=O)c1cc(C(C)(C)N)cc(-c2ccc(F)cc2)n1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*NNC(=O)c1ccc(OC2CC2)c(OC)c1,*NNC(=O)c1ccc(OC2CC2)c(OC)c1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*C(=O)c1cc(C(C)(C)N)cc(-c2ccc(F)cc2)n1,*C(=O)c1cc(C(C)(C)N)cc(-c2ccc(F)cc2)n1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*C1CC1,*C1CC1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*c1ccc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)cc1OC,*c1ccc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)cc1OC
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*c1ccc(F)cc1,*c1ccc(F)cc1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*c1cc(C(C)(C)N)cc(C(=O)NNC(=O)c2ccc(OC3CC3)c(OC)c2)n1,*c1cc(C(C)(C)N)cc(C(=O)NNC(=O)c2ccc(OC3CC3)c(OC)c2)n1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*C(=O)c1ccc(OC2CC2)c(OC)c1,*C(=O)c1ccc(OC2CC2)c(OC)c1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*NNC(=O)c1cc(C(C)(C)N)cc(-c2ccc(F)cc2)n1,*NNC(=O)c1cc(C(C)(C)N)cc(-c2ccc(F)cc2)n1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*NNC(=O)c1ccc(OC2CC2)c(OC)c1,*NNC(=O)c1ccc(OC2CC2)c(OC)c1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*C(=O)c1cc(C(C)(C)N)cc(-c2ccc(F)cc2)n1,*C(=O)c1cc(C(C)(C)N)cc(-c2ccc(F)cc2)n1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*C1CC1,*C1CC1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*c1ccc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)cc1OC,*c1ccc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)cc1OC
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*c1ccc(F)cc1,*c1ccc(F)cc1
COc1cc(C(=O)NNC(=O)c2cc(C(C)(C)N)cc(-c3ccc(F)cc3)n2)ccc1OC1CC1,*c1cc(C(C)(C)N)cc(C(=O)NNC(=O)c2ccc(OC3CC3)c(OC)c2)n1,*c1cc(C(C)(C)N)cc(C(=O)NNC(=O)c2ccc(OC3CC3)c(OC)c2)n1
Cc1c([C@@H](C)Nc2nnc(C)c3ccc(N4CCNCC4)cc23)cccc1C(F)(F)F,*[C@H](C)c1cccc(C(F)(F)F)c1C,*[C@H](C)c1cccc(C(F)(F)F)c1C
Cc1c([C@@H](C)Nc2nnc(C)c3ccc(N4CCNCC4)cc23)cccc1C(F)(F)F,*c1nnc(C)c2ccc(N3CCNCC3)cc12,*c1nnc(C)c2ccc(N3CCNCC3)cc12
Cc1c([C@@H](C)Nc2nnc(C)c3ccc(N4CCNCC4)cc23)cccc1C(F)(F)F,*N1CCNCC1,*N1CCNCC1
Cc1c([C@@H](C)Nc2nnc(C)c3ccc(N4CCNCC4)cc23)cccc1C(F)(F)F,*c1ccc2c(C)nnc(N[C@H](C)c3cccc(C(F)(F)F)c3C)c2c1,*c1ccc2c(C)nnc(N[C@H](C)c3cccc(C(F)(F)F)c3C)c2c1
CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,*c1nc(C)nc2cc(OC)c(OC)cc12,*c1nc(C)nc2cc(OC)c(OC)cc12
CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,*[C@H](C)c1cc(-c2ccccc2CNC)cs1,*[C@H](C)c1cc(-c2ccccc2CNC)cs1
CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,*c1ccccc1CNC,*c1ccccc1CNC
CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,*c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,*c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1[nH]nc(C)[n+]1-2,*OC(C)(C)C,*OC(C)(C)C
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1[nH]nc(C)[n+]1-2,*C(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-[n+]2c(C)n[nH]c21,*C(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-[n+]2c(C)n[nH]c21
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1[nH]nc(C)[n+]1-2,*C(C)(C)C,*C(C)(C)C
CC(C)c1noc2ncc(C(=O)N[C@H](C)c3cccc(S(N)(=O)=O)c3)cc12,*N[C@H](C)c1cccc(S(N)(=O)=O)c1,*N[C@H](C)c1cccc(S(N)(=O)=O)c1
CC(C)c1noc2ncc(C(=O)N[C@H](C)c3cccc(S(N)(=O)=O)c3)cc12,*C(=O)c1cnc2onc(C(C)C)c2c1,*C(=O)c1cnc2onc(C(C)C)c2c1
COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1OC,*[C@H](C)c1cccc(C(F)(F)F)c1,*[C@H](C)c1cccc(C(F)(F)F)c1
COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1OC,*c1nc(C)nc2cc(OC)c(OC)cc12,*c1nc(C)nc2cc(OC)c(OC)cc12
COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1OC,*[C@H](C)c1cc(N)cc(C(F)(F)F)c1,*[C@H](C)c1cc(N)cc(C(F)(F)F)c1
COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1OC,*c1nc(C)nc2cc(OC)c(OC)cc12,*c1nc(C)nc2cc(OC)c(OC)cc12
Cc1c(COc2ccc(F)c(F)c2F)oc2cccc(OCCCNCc3cccnc3)c12,*Cc1cccnc1,*Cc1cccnc1
Cc1c(COc2ccc(F)c(F)c2F)oc2cccc(OCCCNCc3cccnc3)c12,*CCCOc1cccc2oc(COc3ccc(F)c(F)c3F)c(C)c12,*CCCOc1cccc2oc(COc3ccc(F)c(F)c3F)c(C)c12
Cc1c(COc2ccc(F)c(F)c2F)oc2cccc(OCCCNCc3cccnc3)c12,*c1ccc(F)c(F)c1F,*c1ccc(F)c(F)c1F
Cc1c(COc2ccc(F)c(F)c2F)oc2cccc(OCCCNCc3cccnc3)c12,*Cc1oc2cccc(OCCCNCc3cccnc3)c2c1C,*Cc1oc2cccc(OCCCNCc3cccnc3)c2c1C
Cc1c(COc2ccc(F)c(F)c2F)oc2cccc(OCCCNCc3cccnc3)c12,*CCCNCc1cccnc1,*CCCNCc1cccnc1
Cc1c(COc2ccc(F)c(F)c2F)oc2cccc(OCCCNCc3cccnc3)c12,*c1cccc2oc(COc3ccc(F)c(F)c3F)c(C)c12,*c1cccc2oc(COc3ccc(F)c(F)c3F)c(C)c12
C=CC[C@@H](C(=O)OC(C)(C)C)[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,*OC(C)(C)C,*OC(C)(C)C
C=CC[C@@H](C(=O)OC(C)(C)C)[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,*C(=O)[C@H](CC=C)[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,*C(=O)[C@H](CC=C)[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21
C=CC[C@@H](C(=O)OC(C)(C)C)[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,*C(C)(C)C,*C(C)(C)C
CC(=O)NCCC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,*C(C)=O,*C(C)=O
CC(=O)NCCC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,*NCCC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,*NCCC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12
CC(=O)NCCC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,*C(=O)CCNC(C)=O,*C(=O)CCNC(C)=O
CC(=O)NCCC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,*Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,*Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12
CC(=O)NCCC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,*S(C)(=O)=O,*S(C)(=O)=O
CC(=O)NCCC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,*c1cc(-c2cc(NC(=O)CCNC(C)=O)c3nnc(C)n3n2)ccc1C,*c1cc(-c2cc(NC(=O)CCNC(C)=O)c3nnc(C)n3n2)ccc1C
CC(=O)NCCC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,*c1ccc(C)c(NS(C)(=O)=O)c1,*c1ccc(C)c(NS(C)(=O)=O)c1
CC(=O)NCCC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,*c1cc(NC(=O)CCNC(C)=O)c2nnc(C)n2n1,*c1cc(NC(=O)CCNC(C)=O)c2nnc(C)n2n1
CC(=O)NCCC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,*Nc1cc(-c2cc(NC(=O)CCNC(C)=O)c3nnc(C)n3n2)ccc1C,*Nc1cc(-c2cc(NC(=O)CCNC(C)=O)c3nnc(C)n3n2)ccc1C
NS(=O)(=O)c1ccc(Oc2ccccc2)cc1,*c1ccccc1,*c1ccccc1
NS(=O)(=O)c1ccc(Oc2ccccc2)cc1,*c1ccc(S(N)(=O)=O)cc1,*c1ccc(S(N)(=O)=O)cc1
COc1ccc(S(=O)(=O)Nc2nccs2)cc1,*c1nccs1,*c1nccs1
COc1ccc(S(=O)(=O)Nc2nccs2)cc1,*S(=O)(=O)c1ccc(OC)cc1,*S(=O)(=O)c1ccc(OC)cc1
COc1ccc(S(=O)(=O)Nc2nccs2)cc1,*Nc1nccs1,*Nc1nccs1
NS(=O)(=O)c1ccc(Oc2ccccc2)cc1,*c1ccccc1,*c1ccccc1
NS(=O)(=O)c1ccc(Oc2ccccc2)cc1,*c1ccc(S(N)(=O)=O)cc1,*c1ccc(S(N)(=O)=O)cc1
COc1ccc(S(=O)(=O)Nc2nccs2)cc1,*c1nccs1,*c1nccs1
COc1ccc(S(=O)(=O)Nc2nccs2)cc1,*S(=O)(=O)c1ccc(OC)cc1,*S(=O)(=O)c1ccc(OC)cc1
COc1ccc(S(=O)(=O)Nc2nccs2)cc1,*Nc1nccs1,*Nc1nccs1
O=C(Cc1ccc(F)cc1)Nc1ccc2[nH]cc(C3CCNCC3)c2c1,*C(=O)Cc1ccc(F)cc1,*C(=O)Cc1ccc(F)cc1
O=C(Cc1ccc(F)cc1)Nc1ccc2[nH]cc(C3CCNCC3)c2c1,*Nc1ccc2[nH]cc(C3CCNCC3)c2c1,*Nc1ccc2[nH]cc(C3CCNCC3)c2c1
COC(=O)C[C@@H]1N=C(c2cccc3[nH]ccc23)c2cc(OC)ccc2-n2c(C)nnc21,*OC,*OC
COC(=O)C[C@@H]1N=C(c2cccc3[nH]ccc23)c2cc(OC)ccc2-n2c(C)nnc21,*C(=O)C[C@@H]1N=C(c2cccc3[nH]ccc23)c2cc(OC)ccc2-n2c(C)nnc21,*C(=O)C[C@@H]1N=C(c2cccc3[nH]ccc23)c2cc(OC)ccc2-n2c(C)nnc21
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,*NCC,*NCC
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,*C(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,*C(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*O,*O
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*C(=O)CCCCCCC[C@H](O)C=CC=CCCCCC,*C(=O)CCCCCCC[C@H](O)C=CC=CCCCCC
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*CCCCCC,*CCCCCC
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*CC=C[C@@H](O)CCCCCCCC(=O)O,*CC=C[C@@H](O)CCCCCCCC(=O)O
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*CC=CCCCCC,*CC=CCCCCC
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*C[C@@H](O)CCCCCCCC(=O)O,*C[C@@H](O)CCCCCCCC(=O)O
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*O,*O
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*C(=O)CCCCCCC[C@H](O)C=CC=CCCCCC,*C(=O)CCCCCCC[C@H](O)C=CC=CCCCCC
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*CCCCCC,*CCCCCC
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*CC=C[C@@H](O)CCCCCCCC(=O)O,*CC=C[C@@H](O)CCCCCCCC(=O)O
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*CC=CCCCCC,*CC=CCCCCC
CCCCCC=CC=C[C@@H](O)CCCCCCCC(=O)O,*C[C@@H](O)CCCCCCCC(=O)O,*C[C@@H](O)CCCCCCCC(=O)O
CCC[C@@H](C(=O)OC)[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,*OC,*OC
CCC[C@@H](C(=O)OC)[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,*C(=O)[C@H](CCC)[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,*C(=O)[C@H](CCC)[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21
CCc1ccccc1-c1ccc(CNCCc2nc3cc(OC)ccc3[nH]2)cc1Cl,*CCc1nc2cc(OC)ccc2[nH]1,*CCc1nc2cc(OC)ccc2[nH]1
CCc1ccccc1-c1ccc(CNCCc2nc3cc(OC)ccc3[nH]2)cc1Cl,*Cc1ccc(-c2ccccc2CC)c(Cl)c1,*Cc1ccc(-c2ccccc2CC)c(Cl)c1
CCc1ccccc1-c1ccc(CNCCc2nc3cc(OC)ccc3[nH]2)cc1Cl,*c1ccccc1CC,*c1ccccc1CC
CCc1ccccc1-c1ccc(CNCCc2nc3cc(OC)ccc3[nH]2)cc1Cl,*c1ccc(CNCCc2nc3cc(OC)ccc3[nH]2)cc1Cl,*c1ccc(CNCCc2nc3cc(OC)ccc3[nH]2)cc1Cl
NCCc1cc(S(N)(=O)=O)ccc1Oc1ccc(F)c(Cl)c1,*c1ccc(F)c(Cl)c1,*c1ccc(F)c(Cl)c1
NCCc1cc(S(N)(=O)=O)ccc1Oc1ccc(F)c(Cl)c1,*c1ccc(S(N)(=O)=O)cc1CCN,*c1ccc(S(N)(=O)=O)cc1CCN
COc1nc(N)nc(Nc2cc(S(N)(=O)=O)ccc2N[C@@H](c2cccc3c2OC(F)(F)O3)c2ncccc2Cl)n1,*c1nc(N)nc(OC)n1,*c1nc(N)nc(OC)n1
COc1nc(N)nc(Nc2cc(S(N)(=O)=O)ccc2N[C@@H](c2cccc3c2OC(F)(F)O3)c2ncccc2Cl)n1,*c1cc(S(N)(=O)=O)ccc1N[C@@H](c1cccc2c1OC(F)(F)O2)c1ncccc1Cl,*c1cc(S(N)(=O)=O)ccc1N[C@@H](c1cccc2c1OC(F)(F)O2)c1ncccc1Cl
COc1nc(N)nc(Nc2cc(S(N)(=O)=O)ccc2N[C@@H](c2cccc3c2OC(F)(F)O3)c2ncccc2Cl)n1,*[C@@H](c1cccc2c1OC(F)(F)O2)c1ncccc1Cl,*[C@@H](c1cccc2c1OC(F)(F)O2)c1ncccc1Cl
COc1nc(N)nc(Nc2cc(S(N)(=O)=O)ccc2N[C@@H](c2cccc3c2OC(F)(F)O3)c2ncccc2Cl)n1,*c1ccc(S(N)(=O)=O)cc1Nc1nc(N)nc(OC)n1,*c1ccc(S(N)(=O)=O)cc1Nc1nc(N)nc(OC)n1
CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@@](=O)([O-])OCCN,*C(=O)CCCCCCCCCCCCCCCCC,*C(=O)CCCCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@@](=O)([O-])OCCN,*O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@@](=O)([O-])OCCN,*O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@@](=O)([O-])OCCN
CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@@](=O)([O-])OCCN,*C(=O)CCCCCCCCCCCCCCC,*C(=O)CCCCCCCCCCCCCCC
