original_smiles,fragment_smiles,fragment
Cc1c([C@@H](C)Nc2nnc(C)c3ccc(N4CCNCC4)cc23)cccc1C(F)(F)F,*c1nnc(C)c2ccc(N3CCNCC3)cc12,*c1nnc(C)c2ccc(N3CCNCC3)cc12
Cc1c([C@@H](C)Nc2nnc(C)c3ccc(N4CCNCC4)cc23)cccc1C(F)(F)F,*N1CCNCC1,*N1CCNCC1
Cc1c([C@@H](C)Nc2nnc(C)c3ccc(N4CCNCC4)cc23)cccc1C(F)(F)F,*c1ccc2c(C)nnc(N[C@H](C)c3cccc(C(F)(F)F)c3C)c2c1,*c1ccc2c(C)nnc(N[C@H](C)c3cccc(C(F)(F)F)c3C)c2c1
COc1cc2ncnc(N[C@H](C)c3cccc4ccccc34)c2cc1OC,*[C@H](C)c1cccc2ccccc12,*[C@H](C)c1cccc2ccccc12
COc1cc2ncnc(N[C@H](C)c3cccc4ccccc34)c2cc1OC,*c1ncnc2cc(OC)c(OC)cc12,*c1ncnc2cc(OC)c(OC)cc12
Cc1c(C#N)cccc1[C@@H](C)Nc1nnc(C)c2cnc(N3CCOCC3)cc12,*[C@H](C)c1cccc(C#N)c1C,*[C@H](C)c1cccc(C#N)c1C
Cc1c(C#N)cccc1[C@@H](C)Nc1nnc(C)c2cnc(N3CCOCC3)cc12,*c1nnc(C)c2cnc(N3CCOCC3)cc12,*c1nnc(C)c2cnc(N3CCOCC3)cc12
Cc1c(C#N)cccc1[C@@H](C)Nc1nnc(C)c2cnc(N3CCOCC3)cc12,*N1CCOCC1,*N1CCOCC1
Cc1c(C#N)cccc1[C@@H](C)Nc1nnc(C)c2cnc(N3CCOCC3)cc12,*c1cc2c(N[C@H](C)c3cccc(C#N)c3C)nnc(C)c2cn1,*c1cc2c(N[C@H](C)c3cccc(C#N)c3C)nnc(C)c2cn1
COc1cc2nc(C)nc(N[C@H](C)c3ccc(-c4cnc5n4CCC5)s3)c2cc1OC,*c1nc(C)nc2cc(OC)c(OC)cc12,*c1nc(C)nc2cc(OC)c(OC)cc12
COc1cc2nc(C)nc(N[C@H](C)c3ccc(-c4cnc5n4CCC5)s3)c2cc1OC,*[C@H](C)c1ccc(-c2cnc3n2CCC3)s1,*[C@H](C)c1ccc(-c2cnc3n2CCC3)s1
COc1cc2nc(C)nc(N[C@H](C)c3ccc(-c4cnc5n4CCC5)s3)c2cc1OC,*c1cnc2n1CCC2,*c1cnc2n1CCC2
COc1cc2nc(C)nc(N[C@H](C)c3ccc(-c4cnc5n4CCC5)s3)c2cc1OC,*c1ccc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)s1,*c1ccc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)s1
CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,*c1nc(C)nc2cc(OC)c(OC)cc12,*c1nc(C)nc2cc(OC)c(OC)cc12
CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,*[C@H](C)c1cc(-c2ccccc2CNC)cs1,*[C@H](C)c1cc(-c2ccccc2CNC)cs1
CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,*c1ccccc1CNC,*c1ccccc1CNC
CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,*c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,*c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*Cc1cc(C)c(F)c(C)c1,*Cc1cc(C)c(F)c(C)c1
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*n1c(N2CCNCC2)nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc21,*n1c(N2CCNCC2)nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc21
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*N1CCNCC1,*N1CCNCC1
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc2n1Cc1cc(C)c(F)c(C)c1,*c1nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc2n1Cc1cc(C)c(F)c(C)c1
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1c(C)n[nH]c1C,*c1c(C)n[nH]c1C
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1cc(Cl)cc2c1nc(N1CCNCC1)n2Cc1cc(C)c(F)c(C)c1,*c1cc(Cl)cc2c1nc(N1CCNCC1)n2Cc1cc(C)c(F)c(C)c1
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*Cc1cc(C)c(F)c(C)c1,*Cc1cc(C)c(F)c(C)c1
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*n1c(N2CC3(CNC3)C2)nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc21,*n1c(N2CC3(CNC3)C2)nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc21
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*N1CC2(CNC2)C1,*N1CC2(CNC2)C1
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc2n1Cc1cc(C)c(F)c(C)c1,*c1nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc2n1Cc1cc(C)c(F)c(C)c1
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1c(C)n[nH]c1C,*c1c(C)n[nH]c1C
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1cc(Cl)cc2c1nc(N1CC3(CNC3)C1)n2Cc1cc(C)c(F)c(C)c1,*c1cc(Cl)cc2c1nc(N1CC3(CNC3)C1)n2Cc1cc(C)c(F)c(C)c1
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*Cc1cc(C)c(F)c(C)c1,*Cc1cc(C)c(F)c(C)c1
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*n1c(N2CCNCC2)nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc21,*n1c(N2CCNCC2)nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc21
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*N1CCNCC1,*N1CCNCC1
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc2n1Cc1cc(C)c(F)c(C)c1,*c1nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc2n1Cc1cc(C)c(F)c(C)c1
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1c(C)n[nH]c1C,*c1c(C)n[nH]c1C
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1cc(Cl)cc2c1nc(N1CCNCC1)n2Cc1cc(C)c(F)c(C)c1,*c1cc(Cl)cc2c1nc(N1CCNCC1)n2Cc1cc(C)c(F)c(C)c1
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*Cc1cc(C)c(F)c(C)c1,*Cc1cc(C)c(F)c(C)c1
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*n1c(N2CC3(CNC3)C2)nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc21,*n1c(N2CC3(CNC3)C2)nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc21
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*N1CC2(CNC2)C1,*N1CC2(CNC2)C1
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc2n1Cc1cc(C)c(F)c(C)c1,*c1nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc2n1Cc1cc(C)c(F)c(C)c1
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1c(C)n[nH]c1C,*c1c(C)n[nH]c1C
Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F,*c1cc(Cl)cc2c1nc(N1CC3(CNC3)C1)n2Cc1cc(C)c(F)c(C)c1,*c1cc(Cl)cc2c1nc(N1CC3(CNC3)C1)n2Cc1cc(C)c(F)c(C)c1
CCCNS(=O)(=O)c1ccc(F)cc1C,*NCCC,*NCCC
CCCNS(=O)(=O)c1ccc(F)cc1C,*S(=O)(=O)c1ccc(F)cc1C,*S(=O)(=O)c1ccc(F)cc1C
CCCNS(=O)(=O)c1ccc(F)cc1C,*NCCC,*NCCC
CCCNS(=O)(=O)c1ccc(F)cc1C,*S(=O)(=O)c1ccc(F)cc1C,*S(=O)(=O)c1ccc(F)cc1C
N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*C(=O)[C@@H](N)Cc1c[nH]c2ccc(Cl)cc12,*C(=O)[C@@H](N)Cc1c[nH]c2ccc(Cl)cc12
N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1
N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*Cc1c[nH]c2ccc(Cl)cc12,*Cc1c[nH]c2ccc(Cl)cc12
N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3ccc(Cl)cc23)CC1,*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3ccc(Cl)cc23)CC1
N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*C(=O)[C@@H](N)Cc1c[nH]c2ccc(Cl)cc12,*C(=O)[C@@H](N)Cc1c[nH]c2ccc(Cl)cc12
N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1
N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*Cc1c[nH]c2ccc(Cl)cc12,*Cc1c[nH]c2ccc(Cl)cc12
N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3ccc(Cl)cc23)CC1,*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3ccc(Cl)cc23)CC1
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@@H]2C1,*C(=O)[C@@H](N)Cc1c[nH]c2ccccc12,*C(=O)[C@@H](N)Cc1c[nH]c2ccccc12
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@@H]2C1,*N1C[C@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@H]2C1,*N1C[C@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@H]2C1
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@@H]2C1,*Cc1c[nH]c2ccc(Cl)cc12,*Cc1c[nH]c2ccc(Cl)cc12
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@@H]2C1,*N1C[C@H]2CN(C(=O)[C@@H](N)Cc3c[nH]c4ccccc34)C[C@H]2C1,*N1C[C@H]2CN(C(=O)[C@@H](N)Cc3c[nH]c4ccccc34)C[C@H]2C1
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@@H]2C1,*C(=O)[C@@H](N)Cc1c[nH]c2ccccc12,*C(=O)[C@@H](N)Cc1c[nH]c2ccccc12
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@@H]2C1,*N1C[C@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@H]2C1,*N1C[C@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@H]2C1
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@@H]2C1,*Cc1c[nH]c2ccc(Cl)cc12,*Cc1c[nH]c2ccc(Cl)cc12
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@@H]2C1,*N1C[C@H]2CN(C(=O)[C@@H](N)Cc3c[nH]c4ccccc34)C[C@H]2C1,*N1C[C@H]2CN(C(=O)[C@@H](N)Cc3c[nH]c4ccccc34)C[C@H]2C1
NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)cc1,*c1ccc(F)c(Cl)c1,*c1ccc(F)c(Cl)c1
NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)cc1,*c1ccc(S(N)(=O)=O)cc1,*c1ccc(S(N)(=O)=O)cc1
NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)cc1,*c1ccc(F)c(Cl)c1,*c1ccc(F)c(Cl)c1
NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)cc1,*c1ccc(S(N)(=O)=O)cc1,*c1ccc(S(N)(=O)=O)cc1
NCCc1cc(S(N)(=O)=O)ccc1Oc1ccc(F)c(Cl)c1,*c1ccc(F)c(Cl)c1,*c1ccc(F)c(Cl)c1
NCCc1cc(S(N)(=O)=O)ccc1Oc1ccc(F)c(Cl)c1,*c1ccc(S(N)(=O)=O)cc1CCN,*c1ccc(S(N)(=O)=O)cc1CCN
Cc1cc2nc(N)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*Cc1ccc(F)c(Cl)c1,*Cc1ccc(F)c(Cl)c1
Cc1cc2nc(N)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*n1c(N)nc2cc(C)c(C)cc21,*n1c(N)nc2cc(C)c(C)cc21
Cc1cc2nc(N3CCNCC3)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*N1CCNCC1,*N1CCNCC1
Cc1cc2nc(N3CCNCC3)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*c1nc2cc(C)c(C)cc2n1Cc1ccc(F)c(Cl)c1,*c1nc2cc(C)c(C)cc2n1Cc1ccc(F)c(Cl)c1
Cc1cc2nc(N3CCNCC3)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*Cc1ccc(F)c(Cl)c1,*Cc1ccc(F)c(Cl)c1
Cc1cc2nc(N3CCNCC3)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*n1c(N2CCNCC2)nc2cc(C)c(C)cc21,*n1c(N2CCNCC2)nc2cc(C)c(C)cc21
Cc1cc2nc(N3CCNCC3)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*N1CCNCC1,*N1CCNCC1
Cc1cc2nc(N3CCNCC3)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*c1nc2cc(C)c(C)cc2n1Cc1ccc(F)c(Cl)c1,*c1nc2cc(C)c(C)cc2n1Cc1ccc(F)c(Cl)c1
Cc1cc2nc(N3CCNCC3)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*Cc1ccc(F)c(Cl)c1,*Cc1ccc(F)c(Cl)c1
Cc1cc2nc(N3CCNCC3)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*n1c(N2CCNCC2)nc2cc(C)c(C)cc21,*n1c(N2CCNCC2)nc2cc(C)c(C)cc21
Cc1cc2nc(N)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*Cc1ccc(F)c(Cl)c1,*Cc1ccc(F)c(Cl)c1
Cc1cc2nc(N)n(Cc3ccc(F)c(Cl)c3)c2cc1C,*n1c(N)nc2cc(C)c(C)cc21,*n1c(N)nc2cc(C)c(C)cc21
NCCc1cc(S(N)(=O)=O)ccc1Oc1ccc(F)c(Cl)c1,*c1ccc(F)c(Cl)c1,*c1ccc(F)c(Cl)c1
NCCc1cc(S(N)(=O)=O)ccc1Oc1ccc(F)c(Cl)c1,*c1ccc(S(N)(=O)=O)cc1CCN,*c1ccc(S(N)(=O)=O)cc1CCN
Cc1ccc2c(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c[nH]c2c1,*C(=O)[C@@H](N)Cc1c[nH]c2cc(C)ccc12,*C(=O)[C@@H](N)Cc1c[nH]c2cc(C)ccc12
Cc1ccc2c(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c[nH]c2c1,*NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1
Cc1ccc2c(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c[nH]c2c1,*Cc1c[nH]c2ccc(Cl)cc12,*Cc1c[nH]c2ccc(Cl)cc12
Cc1ccc2c(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c[nH]c2c1,*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3cc(C)ccc23)CC1,*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3cc(C)ccc23)CC1
Cc1ccc2c(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c[nH]c2c1,*C(=O)[C@@H](N)Cc1c[nH]c2cc(C)ccc12,*C(=O)[C@@H](N)Cc1c[nH]c2cc(C)ccc12
Cc1ccc2c(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c[nH]c2c1,*NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1
Cc1ccc2c(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c[nH]c2c1,*Cc1c[nH]c2ccc(Cl)cc12,*Cc1c[nH]c2ccc(Cl)cc12
Cc1ccc2c(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c[nH]c2c1,*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3cc(C)ccc23)CC1,*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3cc(C)ccc23)CC1
Cc1ccc2[nH]cc(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c2c1,*C(=O)[C@@H](N)Cc1c[nH]c2ccc(C)cc12,*C(=O)[C@@H](N)Cc1c[nH]c2ccc(C)cc12
Cc1ccc2[nH]cc(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c2c1,*NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,*NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1
Cc1ccc2[nH]cc(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c2c1,*Cc1c[nH]c2ccc(Cl)cc12,*Cc1c[nH]c2ccc(Cl)cc12
